Name,Rating,Cuisine,Discounts,Image URL,Link
Ayesha's Kitchen,,,,https://images.deliveryhero.io/image/fd-pk/LH/dy2f-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/dy2f/ayeshas-kitchen-dy2f
REAL FOODIES RESTAURANT,4.5(5000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/n7bm-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/n7bm/real-foodies-restaurant
Pakwan e Khas,,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/whbb-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/whbb/pakwan-e-khas
HavaBite Pizza - Nazimabad,4.7(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,,https://images.deliveryhero.io/image/fd-pk/LH/ctsk-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/ctsk/havabite-pizza-nazimabad
Desi Bites,4.7(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/t3wj-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/t3wj/desi-bites-t3wj
New Madina Biryani & Pakwan Center,5(40)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/pk9z-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/pk9z/new-madina-biryani-and-pakwan-center
The Spice Express,3.7(6)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/glvl/the-spice-express
Spice Inn,4.8(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,,,https://images.deliveryhero.io/image/fd-pk/LH/fnwl-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/fnwl/spice-inn-fnwl
Premium Pizza,4.2(6)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,,https://images.deliveryhero.io/image/fd-pk/LH/ckqi-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/ckqi/premium-pizza
JS Home Food - Nazimabad,4.1(93)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/tgqw-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/tgqw/js-home-food-nazimabad
Yummy Snacks and Cuisine,4.6(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/qazn-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/qazn/yummy-snacks-and-cuisine
MID CAFE,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/z47h-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/z47h/mid-cafe
Memoni Chatkhara,4.8(48)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Chinese,,https://images.deliveryhero.io/image/fd-pk/LH/wxqs-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/wxqs/memoni-chatkhara
Al Saeed Biryani and Pakwan Center,4.7(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/gbo9-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/gbo9/al-saeed-biryani-and-pakwan-center
Noorani Fast Food & Bar B Q,4.7(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/n6nk-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/n6nk/noorani-fast-food-and-bar-b-q-n6nk
Decent Shawarma,,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/bc91-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/bc91/decent-shawarma-bc91
MANAPASAND SHAWARMA CORNER,4.4(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/dib2-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/dib2/manapasand-shawarma-corner
Mehran Nihari,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/gtuu-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/gtuu/mehran-nihari
Beat The Hunger,4.7(67)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/yaba-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/yaba/beat-the-hunger-yaba
Meerab Foods,4.9(3000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/j9ij-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/j9ij/meerab-foods
Henn' Beef Pizza and Fast food,,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/jx38-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/jx38/henn-beef-pizza-and-fast-food
Memon Cafe,5(5)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/cl6y-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/cl6y/memon-cafe
Roaming Bites,,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/cqlj-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/cqlj/roaming-bites
Hassan Zai Foods,5(33)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/cm6xh-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/jipi/hassan-zai-foods
Taste Inn,4.8(89)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/yk7m-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/yk7m/taste-inn-yk7m
Shawarma & Grill,4.7(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/uyr5-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/uyr5/shawarma-and-grill
NEW QUETTA SUBHANALLAH HOTEL,4.6(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/c7dl-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/c7dl/new-quetta-subhanallah-hotel-c7dl
"Food Compound - Fast Food, BBQ, Chinese & Pizza",,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/abs0-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/abs0/food-compound-fast-food-bbq-chinese-and-pizza
Wah Shawarma,4.6(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/rvik-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/rvik/wah-shawarma
FUEL UP,4.8(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Healthy Food,,https://images.deliveryhero.io/image/fd-pk/LH/jos3-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/jos3/fuel-up
MR samosa and kachori,4.8(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/k1x6-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/k1x6/mr-samosa-and-kachori
Kalachi's Eatery,3(12)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/ks2n-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/ks2n/kalachis-eatery
GHOUSIA BLACK SPOON CONTINENTAL FOODS,4.8(84)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/wznk-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/wznk/ghousia-black-spoon-continental-foods
Makkah Pakwan & Catering,4.2(31)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/krhf-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/krhf/makkah-pakwan-and-catering
Big Burger,4.8(5000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Burgers,,https://images.deliveryhero.io/image/fd-pk/LH/u7ua-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/u7ua/big-burger-u7ua
Zesty Fast Food,4.9(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/a6zz-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/a6zz/zesty-fast-food
SHAWARMA O'CLOCK,4.8(35)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/gw4p-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/gw4p/shawarma-oclock
R&T Cafe,4.8(22)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/eb5i-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/eb5i/randt-cafe
Kiki's Kitchen,4.5(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Chinese,,https://images.deliveryhero.io/image/fd-pk/LH/f4lk-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/f4lk/kikis-kitchen
Super King Burger,4.9(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Burgers,,https://images.deliveryhero.io/image/fd-pk/LH/d46o-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/d46o/super-king-burger
Ismail Bun Kabab and Burger,4.9(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/bjrq-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/bjrq/ismail-bun-kabab-and-burger
Jazzy foods,4.9(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/pi37-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/pi37/jazzy-foods
Cafistan Cafe,,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/p89p-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/p89p/cafistan-cafe
Grill Bites BBQ,,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/bp0b-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/bp0b/grill-bites-bbq
Shawarma Bites,,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/yklp-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/yklp/shawarma-bites-yklp
Food Court,4.2(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Chinese,,https://images.deliveryhero.io/image/fd-pk/LH/flbz-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/flbz/food-court-flbz
Al Hafeez BBQ & Fast Food,4.6(11)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/kqgb-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/kqgb/al-hafeez-bbq-and-fast-food
The Street Pizza - Nazimabad,4.4(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,,https://images.deliveryhero.io/image/fd-pk/LH/mrsy-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/mrsy/the-street-pizza-nazimabad
Haji Mehfooz Next,4.8(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Burgers,,https://images.deliveryhero.io/image/fd-pk/LH/b7p0-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/b7p0/haji-mehfooz-next
Dhaba Ji Breakfast & Lunch,3.8(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/wavx-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/wavx/dhaba-ji-breakfast-and-lunch
Food Junction London,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/kitd-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/kitd/food-junction-london
Ahbar Fast Food,,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/mcax-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/mcax/ahbar-fast-food
Zinger King,4.8(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/fi5b-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/fi5b/zinger-king-fi5b
MALIK JUICE AND FRUIT CHATT CENTRE,3.9(98)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Healthy Food,,https://images.deliveryhero.io/image/fd-pk/LH/kup8-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/kup8/malik-juice-and-fruit-chatt-centre
Bismillah Fast Food,4.7(46)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/cgdl-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/cgdl/bismillah-fast-food-cgdl
Al Ain Foods,,Burgers,,https://images.deliveryhero.io/image/fd-pk/LH/tgdf-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/tgdf/al-ain-foods
Harmain Green Tree,4.7(54)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/y4qj-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/y4qj/harmain-green-tree
Wingdom,4.8(45)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/ht19-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/ht19/wingdom-ht19
SubhanAllah Mehak BBQ & Roll Point,4.8(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/p4z0-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/p4z0/subhanallah-mehak-bbq-and-roll-point
Pizza Galaxy,4.8(94)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,,https://images.deliveryhero.io/image/fd-pk/LH/cbfk-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/cbfk/pizza-galaxy-cbfk
Choakas Food,4.8(3000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/s2ic-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/s2ic/choakas-food
New Quetta Hotel,4.5(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/rajs-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/rajs/new-quetta-hotel-rajs
Kitchen Express,4(14)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/ww3l-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/ww3l/kitchen-express-ww3l
Shera BBQ and Roll Point,5(15)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/crg9-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/crg9/shera-bbq-and-roll-point
Sabir Pakwan & Biryani Center,4.3(12)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/sqry-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/sqry/sabir-pakwan-and-biryani-center
Daal Dhaba,4.5(41)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/byzb-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/byzb/daal-dhaba
Bakelicious (The Bake House),4.5(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Cakes & Bakery,,https://images.deliveryhero.io/image/fd-pk/LH/f32b-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/f32b/bakelicious-the-bake-house
Blame The Flame,4.7(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/vtm4-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/vtm4/blame-the-flame
Liberty Ice Cream Factory,4.4(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Desserts,,https://images.deliveryhero.io/image/fd-pk/LH/qvr4-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/qvr4/liberty-ice-cream-factory
Quetta Zam Zam Hotel - Anda Mor,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/rgxd-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/rgxd/quetta-zam-zam-hotel-anda-mor
Pizza Bar,,Pizza,,https://images.deliveryhero.io/image/fd-pk/LH/hsun-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/hsun/pizza-bar-hsun
Ice Berg - Liaquatabad,4.9(45)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Desserts,,https://images.deliveryhero.io/image/fd-pk/LH/hkmo-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/hkmo/ice-berg-liaquatabad
Potato Bites,4.5(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/ccy1-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/ccy1/potato-bites-ccy1
Taste Of Home,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/josw-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/josw/taste-of-home-josw
"Chick ""N"" Fries",,Burgers,,https://images.deliveryhero.io/image/fd-pk/LH/g6n5-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/g6n5/chick-n-fries-g6n5
Raan ka Dhaba,4(5)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/q86z-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/q86z/raan-ka-dhaba
De Italian Affair,1.3(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,,https://images.deliveryhero.io/image/fd-pk/LH/k1it-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/k1it/de-italian-affair
F.F fast food,3.8(29)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/smvs-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/smvs/f-f-fast-food
Hudaibiya Fast Food,4.6(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/ab1u-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/ab1u/hudaibiya-fast-food-ab1u
Quetta Tea Classic Coffee & Fast Food,4.1(12)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/ju7i-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/ju7i/quetta-tea-classic-coffee-and-fast-food
Food Library,,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/a3wg-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/a3wg/food-library-a3wg
Foodflix,5(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Healthy Food,,https://images.deliveryhero.io/image/fd-pk/LH/u00o-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/u00o/foodflix-u00o
My Family Table,4.9(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/jb9d-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/jb9d/my-family-table
Zainab Zehra kitchen,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/labw-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/labw/zainab-zehra-kitchen
Hawaii Bakers - Gulshan,,Cakes & Bakery,,https://images.deliveryhero.io/image/fd-pk/LH/td3r-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/td3r/hawaii-bakers-gulshan
Al Khair Pakwan Center,3.7(19)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/gfg2-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/gfg2/al-khair-pakwan-center
Bismillah ManPasand Delhi ke Chatkharay - Nazimabad,4.6(42)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/wbv6-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/wbv6/bismillah-manpasand-delhi-ke-chatkharay-nazimabad
MadDesi,5(10)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/on8b-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/on8b/maddesi
Ammi Jee ke Daal,4.2(17)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Middle Eastern,,https://images.deliveryhero.io/image/fd-pk/LH/w0a0-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/w0a0/ammi-jee-ke-daal
Whimsy's,4.4(36)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Cakes & Bakery,,https://images.deliveryhero.io/image/fd-pk/LH/t5h2-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/t5h2/whimsys
Ayesha Desi Food,4.9(71)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/u89l-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/u89l/ayesha-desi-food
pizza hot,4.6(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,,https://images.deliveryhero.io/image/fd-pk/LH/guru-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/guru/pizza-hot-guru
Chatpata Desi Bites,3(13)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/eu62-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/eu62/chatpata-desi-bites
Home to Home,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/wqmd-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/wqmd/home-to-home-wqmd
Food Cloud,4.7(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Chinese,,https://images.deliveryhero.io/image/fd-pk/LH/tbnq-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/tbnq/food-cloud
Chinese Lee,3.9(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Chinese,,https://images.deliveryhero.io/image/fd-pk/LH/v4zm-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/v4zm/chinese-lee
Pizza & Pasta,3.9(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,,https://images.deliveryhero.io/image/fd-pk/LH/u2ok-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/u2ok/pizza-and-pasta
Lazzat Food,,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/qgeh-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/qgeh/lazzat-food-qgeh
Shaikh's Kitchen,4.6(12)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/o4v3-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/o4v3/shaikhs-kitchen
Between Buns,,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/dfpi-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/dfpi/between-buns-dfpi
Khapay,,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/gj4w-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/gj4w/khapay
Patty & Co,4.8(46)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/q07d-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/q07d/patty-and-co
Pizza Hot,3.8(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,,https://images.deliveryhero.io/image/fd-pk/LH/bxmh-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/bxmh/pizza-hot-bxmh
Subhan BBQ & Fast Food Center,3.2(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/dkfl-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/dkfl/subhan-bbq-and-fast-food-center
Subhan Pakwan Centre,3(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/u0pk-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/u0pk/subhan-pakwan-centre
